year,asylum region,origin region,refugees
1986,Southern Europe,Northern Africa,329
1986,Southern Europe,Western Africa,131
1986,Southern Europe,Central America,5
1986,Southern Europe,Southern Africa,6
1986,Eastern Africa,Southern Africa,11680
1986,Western Asia,Western Asia,152150
1986,Western Africa,Northern Africa,70
1986,Eastern Africa,South America,140
1986,Eastern Africa,South-eastern Asia,50
1986,Southern Asia,Eastern Asia,13800
1986,South-eastern Asia,Eastern Asia,130
1986,South-eastern Asia,Southern Asia,190
1986,Melanesia,South-eastern Asia,11290
1986,Northern Africa,Middle Africa,100000
1987,Middle Africa,Middle Africa,375700
1987,Middle Africa,Southern Africa,79070
1987,Eastern Africa,Middle Africa,144840
1987,Eastern Africa,Eastern Africa,2074500
1987,Western Africa,Middle Africa,7560
1987,Western Asia,Southern Asia,2530
1987,Western Asia,Eastern Africa,5080
1987,Central America,Central America,289710
1987,Southern Africa,Southern Africa,11920
1987,Southern Africa,Eastern Africa,11480
1987,Eastern Asia,South-eastern Asia,296291
1987,Western Africa,Western Africa,8940
1987,Western Africa,Southern Asia,300
1987,Western Africa,South-eastern Asia,310
1987,Middle Africa,Eastern Africa,20110
1987,South America,South America,750
1987,South America,Central America,130
1987,Caribbean,Caribbean,5000
1987,Northern Africa,Northern Africa,165000
1987,Northern Africa,Western Asia,2180
1987,South America,Caribbean,910
1987,South America,Southern Asia,120
1987,Northern Africa,Eastern Africa,727790
1987,Eastern Africa,Northern Africa,253150
1987,Western Africa,Southern Africa,260
1987,Southern Europe,Eastern Africa,1687
1987,Southern Europe,Southern Asia,4174
1987,Southern Europe,Western Asia,1769
1987,Southern Europe,Eastern Europe,12900
1987,Southern Europe,South-eastern Asia,3619
1987,South-eastern Asia,South-eastern Asia,242980
1987,Southern Asia,Southern Asia,5515620
1987,Southern Asia,Western Asia,410000
1987,Southern Europe,Middle Africa,79
1987,Southern Europe,Southern Europe,171
1987,Southern Europe,South America,184
1987,Southern Europe,Eastern Asia,24
1987,Southern Europe,Western Africa,138
1987,Southern Europe,Caribbean,6
1987,Southern Europe,Northern Africa,283
1987,Southern Europe,Central America,5
1987,Southern Europe,Southern Africa,7
1987,Eastern Africa,Southern Africa,10620
1987,Northern Africa,Southern Europe,60
1987,Central America,South America,980
1987,Eastern Africa,South America,130
1987,Eastern Africa,South-eastern Asia,60
1987,Western Africa,Eastern Africa,50
1987,Southern Asia,Eastern Asia,14800
1987,South-eastern Asia,Southern Asia,210
1987,Melanesia,South-eastern Asia,9620
1987,Northern Africa,Middle Africa,80000
1987,Western Asia,Western Asia,70190
1988,Middle Africa,Middle Africa,377903
1988,Middle Africa,Southern Africa,78200
1988,Eastern Africa,Middle Africa,182880
1988,Eastern Africa,Eastern Africa,2586561
1988,Western Africa,Middle Africa,5664
1988,Western Asia,Southern Asia,2610
1988,Central America,Central America,296277
1988,Southern Africa,Middle Africa,200
1988,Southern Africa,Southern Africa,11214
1988,Southern Africa,Eastern Africa,23234
1988,Eastern Asia,South-eastern Asia,290970
1988,Western Africa,Western Africa,8907
1988,Western Africa,Southern Asia,200
1988,Western Africa,South-eastern Asia,310
1988,Middle Africa,Eastern Africa,29407
1988,South America,South America,180
1988,South America,Central America,90
1988,Caribbean,Caribbean,4686
1988,Northern Africa,Northern Africa,165000
1988,Northern Africa,Western Asia,5000
1988,Northern Africa,Eastern Africa,671248
1988,Eastern Africa,Northern Africa,347216
1988,Northern Europe,Southern Asia,11816
1988,Northern Europe,Middle Africa,34
1988,Northern Europe,South America,71
1988,Northern Europe,Eastern Europe,567
1988,Northern Europe,Eastern Asia,12
1988,Northern Europe,Caribbean,14
1988,Northern Europe,Western Asia,1204
1988,Northern Europe,Northern Africa,149
1988,Northern Europe,Eastern Africa,2293
1988,Northern Europe,Western Africa,858
1988,Northern Europe,Southern Europe,13
1988,Northern Europe,Central America,60
1988,Northern Europe,South-eastern Asia,23
1988,Northern Europe,Southern Africa,115
1988,Western Africa,Southern Africa,300
1988,Southern Europe,Eastern Africa,2183
1988,Southern Europe,Southern Asia,5530
1988,Southern Europe,Western Asia,1482
1988,Southern Europe,Eastern Europe,11494
1988,South-eastern Asia,South-eastern Asia,246684
1988,Southern Asia,Southern Asia,5613888
1988,Southern Asia,Western Asia,500240
1988,Southern Europe,Middle Africa,101
1988,Southern Europe,Southern Europe,104
1988,Southern Europe,South America,166
1988,Southern Europe,Eastern Asia,24
1988,Southern Europe,Western Africa,152
1988,Southern Europe,Caribbean,6
1988,Southern Europe,Northern Africa,276
1988,Southern Europe,Central America,8
1988,Southern Europe,South-eastern Asia,3436
1988,Southern Europe,Southern Africa,8
1988,Eastern Africa,Southern Africa,11450
1988,Western Asia,Western Asia,82870
1988,Eastern Africa,South America,130
1988,Eastern Africa,South-eastern Asia,60
1988,Western Africa,Eastern Africa,60
1988,Southern Asia,Eastern Asia,15800
1988,Central America,South America,180
1988,Melanesia,South-eastern Asia,9241
1988,Northern Africa,Middle Africa,75000
1988,Western Asia,Eastern Africa,1300
1988,Western Asia,Eastern Europe,300
1988,Northern America,Southern Asia,50877
1988,Northern America,Middle Africa,281
1988,Northern America,Southern Europe,347
1988,Northern America,Eastern Africa,10743
1988,Northern America,Eastern Europe,75222
1988,Northern America,Eastern Asia,229
1988,Northern America,Caribbean,3876
1988,Northern America,Central America,10324
1988,Northern America,Western Asia,1481
1988,Northern America,South-eastern Asia,222528
1988,Northern America,Western Africa,18
1988,Northern America,Northern Africa,357
1988,Northern America,Southern Africa,212
1988,Northern America,South America,3
1988,Western Asia,South-eastern Asia,67
1989,Middle Africa,Middle Africa,373404
1989,Middle Africa,Southern Africa,3245
1989,Eastern Africa,Middle Africa,184009
1989,Eastern Africa,Eastern Africa,2713267
1989,Western Africa,Middle Africa,4404
1989,Western Africa,Western Africa,72021
1989,Western Asia,Eastern Africa,3430
1989,Central America,Central America,167658
1989,Southern Africa,Middle Africa,200
1989,Southern Africa,Southern Africa,11092
1989,Middle Africa,Northern Africa,60
1989,Eastern Asia,South-eastern Asia,291431
1989,Western Africa,Southern Asia,70
1989,Middle Africa,Eastern Africa,29544
1989,South America,South America,6781
1989,South America,Central America,90
1989,Caribbean,South America,700
1989,Caribbean,Northern Africa,2560
1989,Caribbean,Central America,380
1989,Caribbean,Southern Africa,350
1989,Northern Europe,Southern Asia,19333
1989,Northern Europe,South America,453
1989,Northern Europe,Eastern Africa,4696
1989,Northern Europe,Western Africa,943
1989,Northern Europe,Eastern Europe,1590
1989,Northern Europe,Southern Africa,137
1989,Northern Europe,Middle Africa,234
1989,Northern Europe,Caribbean,12
1989,Northern Europe,Northern Africa,199
1989,Northern Europe,Central America,71
1989,Northern Europe,South-eastern Asia,2317
1989,Northern Europe,Western Asia,9245
1989,Northern Europe,Southern Europe,15
1989,Caribbean,Caribbean,3320
1989,Northern Africa,Northern Africa,165000
1989,Northern Africa,Western Asia,4000
1989,Northern Africa,Eastern Africa,695951
1989,Eastern Africa,Northern Africa,438228
1989,Northern Europe,Eastern Asia,37
1989,Southern Europe,Eastern Europe,7255
1989,Southern Europe,Eastern Africa,2631
1989,Southern Europe,Southern Asia,5108
1989,Southern Europe,Western Asia,3323
1989,Southern Europe,South-eastern Asia,1914
1989,Eastern Europe,Eastern Europe,27000
1989,South-eastern Asia,South-eastern Asia,244213
1989,Southern Asia,Southern Asia,5633428
1989,Southern Asia,Western Asia,501700
1989,Southern Europe,Middle Africa,108
1989,Southern Europe,Southern Europe,112
1989,Southern Europe,South America,147
1989,Southern Europe,Western Africa,158
1989,Southern Europe,Eastern Asia,8
1989,Southern Europe,Caribbean,7
1989,Southern Europe,Northern Africa,271
1989,Southern Europe,Central America,8
1989,Southern Europe,Southern Africa,8
1989,Eastern Africa,Southern Africa,5720
1989,Western Asia,Southern Asia,1170
1989,Western Africa,Northern Africa,60
1989,Eastern Africa,South America,130
1989,Eastern Africa,South-eastern Asia,60
1989,Western Africa,Eastern Africa,50
1989,Western Africa,Southern Africa,100
1989,Southern Asia,Eastern Asia,16800
1989,Melanesia,South-eastern Asia,7715
1989,Northern Africa,Middle Africa,73153
1989,Southern Africa,Eastern Africa,28595
1989,Western Asia,Western Asia,78690
1989,Western Asia,Eastern Europe,150
1989,Northern America,Southern Asia,45800
1989,Northern America,Middle Africa,200
1989,Northern America,Southern Europe,345
1989,Northern America,Eastern Africa,10242
1989,Northern America,Eastern Europe,112569
1989,Northern America,Eastern Asia,368
1989,Northern America,Caribbean,7692
1989,Northern America,Central America,14858
1989,Northern America,Western Asia,1461
1989,Northern America,South-eastern Asia,216242
1989,Northern America,Western Africa,38
1989,Northern America,Northern Africa,400
1989,Northern America,Southern Africa,196
1989,Northern America,South America,26
1989,Western Asia,South-eastern Asia,50
1990,Middle Africa,Middle Africa,370433
1990,Middle Africa,Southern Africa,2345
1990,Eastern Africa,Middle Africa,151298
1990,Eastern Africa,Eastern Africa,2675445
1990,Western Africa,Middle Africa,3004
1990,Western Africa,Western Africa,870233
1990,Western Asia,Southern Asia,1196
1990,Western Asia,Eastern Africa,3398
1990,Central America,Central America,111452
1990,Southern Africa,Middle Africa,160
1990,Southern Africa,Southern Africa,8424
1990,Southern Africa,Eastern Africa,34743
1990,Middle Africa,Northern Africa,73966
1990,Eastern Asia,Southern Asia,50
1990,Eastern Asia,South-eastern Asia,302641
1990,Western Africa,Southern Asia,70
1990,Middle Africa,Eastern Africa,36505
1990,South America,South America,7321
1990,South America,Central America,240
1990,Western Asia,Western Asia,5755
1990,Northern Europe,Southern Asia,50686
1990,Northern Europe,South America,16152
1990,Northern Europe,Eastern Africa,14085
1990,Northern Europe,Western Africa,986
1990,Northern Europe,Eastern Europe,15961
1990,Northern Europe,Western Asia,30357
1990,Northern Europe,Southern Africa,158
1990,Northern Europe,Eastern Asia,394
1990,Northern Europe,Middle Africa,315
1990,Northern Europe,Caribbean,14
1990,Northern Europe,Northern Africa,328
1990,Northern Europe,Central America,2002
1990,Northern Europe,South-eastern Asia,7493
1990,Northern Europe,Southern Europe,1677
1990,Caribbean,Caribbean,1935
1990,Northern Africa,Northern Africa,165000
1990,Northern Africa,Western Asia,4000
1990,South America,Caribbean,1190
1990,South America,Southern Asia,70
1990,Northern Africa,Eastern Africa,898038
1990,Eastern Africa,Northern Africa,449795
1990,Eastern Europe,Southern Europe,180
1990,Eastern Europe,Eastern Europe,30150
1990,South-eastern Asia,South-eastern Asia,157165
1990,South-eastern Asia,Eastern Africa,5
1990,Southern Asia,Southern Asia,6527736
1990,Southern Asia,Western Asia,1114991
1990,Southern Europe,Southern Asia,3270
1990,Southern Europe,Middle Africa,112
1990,Southern Europe,Southern Europe,1245
1990,Southern Europe,South America,136
1990,Southern Europe,Western Asia,678
1990,Southern Europe,Western Africa,158
1990,Southern Europe,Eastern Europe,3114
1990,Southern Europe,Eastern Asia,8
1990,Southern Europe,Caribbean,4
1990,Southern Europe,Northern Africa,251
1990,Southern Europe,Eastern Africa,1723
1990,Southern Europe,Central America,8
1990,Southern Europe,South-eastern Asia,886
1990,Southern Europe,Southern Africa,8
1990,Eastern Africa,Southern Africa,4119
1990,Eastern Africa,South America,160
1990,Eastern Africa,South-eastern Asia,50
1990,Western Africa,Eastern Africa,50
1990,Western Africa,Southern Africa,70
1990,Southern Asia,Eastern Asia,17800
1990,South-eastern Asia,Southern Asia,220
1990,Melanesia,South-eastern Asia,7080
1990,Northern Africa,Middle Africa,134613
1990,Northern Europe,Northern Europe,1
1990,Northern Europe,Northern America,1
1990,Western Asia,Southern Europe,70
1990,Northern America,Southern Asia,41119
1990,Northern America,Middle Africa,257
1990,Northern America,Southern Europe,412
1990,Northern America,South America,94
1990,Northern America,Eastern Africa,12054
1990,Northern America,Eastern Europe,159237
1990,Northern America,Eastern Asia,1025
1990,Northern America,Caribbean,12477
1990,Northern America,Northern Africa,363
1990,Northern America,Melanesia,1
1990,Northern America,Western Africa,53
1990,Northern America,Central America,17570
1990,Northern America,Western Asia,1368
1990,Northern America,South-eastern Asia,217888
1990,Northern America,Northern Europe,4
1990,Northern America,Southern Africa,198
1990,Western Asia,South-eastern Asia,50
1991,Middle Africa,Middle Africa,338175
1991,Middle Africa,Southern Africa,253
1991,Eastern Africa,Middle Africa,154457
1991,Eastern Africa,Eastern Africa,2565838
1991,Western Africa,Middle Africa,3476
1991,Western Africa,Western Africa,944152
1991,Southern Asia,South-eastern Asia,40000
1991,Southern Asia,Eastern Africa,520
1991,Central America,Central America,113218
1991,Southern Africa,Middle Africa,364
1991,Southern Africa,Southern Africa,8254
1991,Southern Africa,Eastern Africa,42097
1991,Middle Africa,Northern Africa,101896
1991,Eastern Asia,Southern Asia,180
1991,Eastern Asia,South-eastern Asia,299743
1991,Western Africa,Southern Asia,50
1991,Middle Africa,Eastern Africa,112664
1991,South America,South America,6442
1991,South America,Central America,230
1991,Western Asia,Southern Asia,55539
1991,Western Asia,Western Asia,141286
1991,Western Asia,Eastern Africa,30680
1991,Northern Europe,Southern Asia,54045
1991,Northern Europe,Southern Europe,2767
1991,Northern Europe,South America,15021
1991,Northern Europe,Eastern Africa,18431
1991,Northern Europe,Western Africa,1132
1991,Northern Europe,Eastern Europe,17230
1991,Northern Europe,Western Asia,37784
1991,Northern Europe,Southern Africa,139
1991,Northern Europe,Eastern Asia,636
1991,Northern Europe,Middle Africa,452
1991,Northern Europe,Central America,2387
1991,Northern Europe,Caribbean,30
1991,Northern Europe,Northern Africa,478
1991,Northern Europe,South-eastern Asia,6721
1991,Caribbean,Caribbean,1558
1991,Northern Africa,Northern Africa,165000
1991,Northern Africa,Western Asia,4050
1991,Northern Africa,Eastern Africa,708405
1991,Southern Europe,Southern Asia,3642
1991,Southern Europe,Middle Africa,189
1991,Southern Europe,South America,320
1991,Southern Europe,Eastern Africa,1668
1991,Southern Europe,Eastern Europe,1982
1991,Southern Europe,Caribbean,304
1991,Southern Europe,Western Africa,179
1991,Southern Europe,Central America,30
1991,Southern Europe,Western Asia,806
1991,Southern Europe,South-eastern Asia,1146
1991,Southern Europe,Northern Africa,243
1991,Southern Europe,Southern Europe,1664
1991,Eastern Africa,Northern Africa,93862
1991,Central America,Caribbean,146
1991,Eastern Europe,Eastern Europe,3630
1991,Eastern Europe,Southern Europe,43250
1991,South-eastern Asia,South-eastern Asia,130383
1991,South-eastern Asia,Eastern Africa,7
1991,South-eastern Asia,Southern Europe,4
1991,Southern Asia,Southern Asia,6505150
1991,Southern Asia,Western Asia,1219479
1991,Southern Europe,Eastern Asia,11
1991,Southern Europe,Southern Africa,8
1991,Western Asia,Northern Africa,150
1991,Eastern Africa,South America,160
1991,Eastern Africa,South-eastern Asia,50
1991,Eastern Africa,Southern Africa,2513
1991,Western Africa,Eastern Africa,50
1991,Western Africa,Southern Africa,50
1991,Southern Asia,Eastern Asia,18815
1991,South-eastern Asia,Southern Asia,210
1991,Melanesia,South-eastern Asia,6089
1991,Eastern Europe,Eastern Africa,280
1991,Northern Africa,Middle Africa,22700
1991,Northern Europe,Northern America,12
1991,Northern Europe,Western Europe,4
1991,Northern Europe,Northern Europe,3
1991,Northern America,Southern Asia,38249
1991,Northern America,Middle Africa,344
1991,Northern America,Southern Europe,1685
1991,Northern America,South America,114
1991,Northern America,Eastern Africa,15341
